OID,DQCMAINTRANSOID,SLIPNO,DISKNO,FACODE,OPERATIONOID,OPERATIONNAME,PDITEMOID,PDITEMNAME,SPITEMOID,SPITEMNAME,STDPARAMREPORTOID,STDPARAMREPORTNAME,QCCHECKSHEETOID,DQCCHECKSHEETVERSIONOID,QCCHECKSHEETNAME,DISPLAYTYPE,QCSTDPARAMOID,QCSTDPARAMNAME,HEADERNAME,HEADERVALUE,PARAMNAME,PARAMVALUE,PARAMRANK,PROFILEVALUE,CORRELATIONVALUE,PARAMJUDGE,DISKJUDGE,JUDGMENT,PDDATE,QCDATE,QCMACHINENO,QCROUND,PDSHIFT,PDTIME,QCSHIFT,PDPROCESS,QCPROCESS,SPINDLENO,NGTYPE,UPDATEBY,LASTUPDATE,PDMACHINENO,CONTROLLOTNO,QCTERMINAL,QCIP_ADDRESS,MATERIALLOTNO,MAXPOLISHROUND,STARTTIME,ENDTIME,LOADTIME,UNLOADTIME,INPUTQTY,OUTPUTQTY,NGQTY,PDTERMINAL,PDIP_ADDRESS,PDLASTUPDATE,PDUPDATEBY,ISMAXQCROUND,QCWORKEROID,STDPARAMNICKNAME,NGTYPENAME,BOXORDER,MCEVENTLIST,MCCONSUMPTIONLIST,SPDISK1,SPDISK2,SPDISK3,WORKERSHIFT,POLISHTIME,POLISHTIME_ACCU,PDMARKNAME,PARAMETERSPEC_OID,CUL,SUL,UL,ARUL,ARLL,LL,SLL,CLL,TARGET,CALFUNCTION,ALARM_JUDGE,BRUSHINFO,POLISHRATE,VALUEVIEW,CALCULATEBUDO,RANKIDSIZE,ISRECHECK,ISREPLACECHECK,STOCKREMOVAL,QCMEASUREDTIME,MCLINE,CUS_CORRELATION_VALUE,SHIPLOT,SHIPDATE,QCSTOCKTIME,MC_2P,MCLINE_2P,MCEVENTLIST_2P,MCCONSUMPTIONLIST_2P,PDPROCESS_2P,GROUPITEMOID,GROUPITEMNAME,DATE2P,SHIFT2P,DS_1P_THKDIFF,MVARLL,MVARUL,STDPARAMTYPEOID,STDPARAMTYPENAME,PARAMTYPEVALUE,GENERALREPORTOID,GENERALREPORTNAME,CUSTOMERCORRELATION,NGUSL,NGLSL,NGUCL,NGLCL,BATCHNO,BATCHQTY,BATCHTYPE,BATCHSEQ,MAINSLIPNO
38D46BDE1AEC0308E063AC19062A0DA6,38D4D010FF190370E063AC19062AAFE1,561S960968,2,1,500,PP,,,e8c3d9ef-095e-4323-89cf-4ea6ef3debe4,GO597B-D,B06FC6AEBE650156E053AC190628FFFA,PP Thickness Before,B06FC653145C01F4E053AC190628ACED,B97541409F0801F2E053AC190628FF7C,PP THICKNESS DATA SHEET,NUMERICTEXTBOX,CA6E25AB446242DF8B2B66E86B181C11,PP THICKNESS BEFORE,,,PP THICKNESS BEFORE,0.526,,,0.526,OK,OK,OK,20250701,20250701,LAZER THICKNESS LKG#319,1,DAY,736,DAY,1,1,,,HY20180919,2025-07-01 08:12:15,1PL-3406,FUSO,VII-LSTN-19,172.19.21.139,H30006E1562301-1-1,1,736,805,736,805,48,48,0,,,2025-07-01 08:12:02,SYSTEM,1,HY20180919,PP TH_BF,,1,,PAD LIFE(H)=17|PAD LIFE(M)=24|PAD LIFE(BATCH)=3164|STOP TIME=0020|CR TIME=0005|PAD LOT=P510085|PAD TYPE=NP359|SLURRY LOT=GZ141B|SLURRY TYPE=AR35KTE|SLURRY LIFE=8|FILTER LIFE=162|BRUSH TYPE=2|BRUSH LIFE=17090|BRUSH TIME=700|DRESSER TYPE=PL|DRESSER SET=26|DRESSER LIFE=18460|DRESSER TIME=600|CARRIER IN(B)=135|CARRIER OUT(B)=1962|CARRIER IN SET=E469990AB|CARRIER OUT SET=S451326OA|ETCHING LIFE=44|SLURRY FLOW RATE=2.01|WEIGHT=700|POLISHING PROGRAM=1|SPEED UPPER=19|SPEED SUN=21843|SPEED INTER=7020|RO TEMPERATURE=23.6|RO TEMP DRESSING=23.2|DRESSING PRO=16|WEIGHT DRESSING=80|LINEAR SCALE=-0.45|SUN GEAR LIFE=644|INNER GEAR LIFE=644|INVERT SUN GEAR LIFE=192|INVERT INNER GEAR LIFE=192|IP TOOL=6.5.12.3|TOTAL STOP TIME=4.93,,,,C,25.3,25.3,,334db581-667a-477c-b1f8-b2c00102e2bc,,,,0.54,0.515,,,,0.525,,0.0,,1.11,0.526,1,,,,,2025-07-01 08:10:22,04,,,,000,,,,,,73576a50-9f4d-4aa9-b2b3-aa296c4ba215,HPG1-GO597B,,,,,,,,,,,,0.0,,0.0,0.0,,0,,0,
38D46BDE19B30308E063AC19062A0DA6,38D4D010FE7E0370E063AC19062AAFE1,561S618611,1,1,500,PP,,,9a7e2d21-93c4-4545-af4f-3466167e5e99,GG597B-LB,8C3FD2143E1B02DCE053AC1906289E10,PP Polishing Time,8C3FDAA7169D0232E053AC190628C856,B9752F44BF21019AE053AC190628BC10,PP THICKNESS DATA SHEET,NUMERICTEXTBOX,f00bacbc-887a-43fe-bfd5-ee6e99db704e,PP POLISHING TIME,,,PP POLISHING TIME,22.67,,,22.67,OK,OK,OK,20250701,20250701,LAZER THICKNESS LKG#328,1,DAY,743,DAY,1,1,,,HY20171152,2025-07-01 08:12:15,1PL-3113,FUSO,VII-LSTN-28,172.19.21.187,F24DTP-185-3-1,1,743,807,743,807,50,50,0,,,2025-07-01 08:11:21,SYSTEM,1,HY20171152,PP P_Time,,6,KIZU PAD|BEFORE CHANGE SLURRY|CLEAN MC,PAD LIFE(H)=25|PAD LIFE(M)=58|PAD LIFE(BATCH)=32390|STOP TIME=0026|CR TIME=0010|PAD LOT=P510086|PAD TYPE=NP359|SLURRY LOT=GY011A|SLURRY TYPE=AR35KTE|SLURRY LIFE=10|FILTER LIFE=391|BRUSH TYPE=2|BRUSH LIFE=2299|BRUSH TIME=700|DRESSER TYPE=PL|DRESSER SET=33|DRESSER LIFE=16925|DRESSER TIME=500|CARRIER IN(B)=575|CARRIER OUT(B)=1298|CARRIER IN SET=E43507X|CARRIER OUT SET=S45729X|ETCHING LIFE=90|SLURRY FLOW RATE=1.99|WEIGHT=700|PUMP=49.15|POLISHING PROGRAM=1|SPEED UPPER=19|SPEED SUN=21843|SPEED INTER=7020|RO TEMP DRESSING=23.5|DRESSING PRO=16|WEIGHT DRESSING=80|LINEAR SCALE=-1.051|SUN GEAR LIFE=5|INNER GEAR LIFE=3|INVERT SUN GEAR LIFE=310|INVERT INNER GEAR LIFE=330|IP TOOL=3.10.2.5|TOTAL STOP TIME=4.33,,,,C,22.67,22.67,,AD9C9219AD1E01BEE053AC190628B414,,,,35.0,14.0,,,,,,0.0,,0.97,22.67,1,,,,,2025-07-01 08:11:21,01,,,,000,,,,,,b1a1e6e3-16b4-43d0-871c-61abd1c6cd6b,H10-GG597B,,,0.0000,,,,,,,,,0.0,,0.0,0.0,,0,,0,
38D46BDE19B50308E063AC19062A0DA6,38D4D010FE7E0370E063AC19062AAFE1,561S618611,1,1,500,PP,,,9a7e2d21-93c4-4545-af4f-3466167e5e99,GG597B-LB,B473FCA5A6000110E053AC190628505D,PP New flow sorting thickness,8C3FDAA7169D0232E053AC190628C856,B9752F44BF21019AE053AC190628BC10,PP THICKNESS DATA SHEET,NUMERICTEXTBOX,e4f353df-b08a-4a2b-b496-0862cbdc1527,PP NEW FLOW SORTING THICKNESS,,,PP NEW FLOW SORTING THICKNESS,SKIP,,,SKIP,OK,OK,OK,20250701,20250701,LAZER THICKNESS LKG#328,1,DAY,743,DAY,1,1,,,HY20171152,2025-07-01 08:12:15,1PL-3113,FUSO,VII-LSTN-28,172.19.21.187,F24DTP-185-3-1,1,743,807,743,807,50,50,0,,,2025-07-01 08:11:21,SYSTEM,1,HY20171152,PP New flow sorting TN,,8,KIZU PAD|BEFORE CHANGE SLURRY|CLEAN MC,PAD LIFE(H)=25|PAD LIFE(M)=58|PAD LIFE(BATCH)=32390|STOP TIME=0026|CR TIME=0010|PAD LOT=P510086|PAD TYPE=NP359|SLURRY LOT=GY011A|SLURRY TYPE=AR35KTE|SLURRY LIFE=10|FILTER LIFE=391|BRUSH TYPE=2|BRUSH LIFE=2299|BRUSH TIME=700|DRESSER TYPE=PL|DRESSER SET=33|DRESSER LIFE=16925|DRESSER TIME=500|CARRIER IN(B)=575|CARRIER OUT(B)=1298|CARRIER IN SET=E43507X|CARRIER OUT SET=S45729X|ETCHING LIFE=90|SLURRY FLOW RATE=1.99|WEIGHT=700|PUMP=49.15|POLISHING PROGRAM=1|SPEED UPPER=19|SPEED SUN=21843|SPEED INTER=7020|RO TEMP DRESSING=23.5|DRESSING PRO=16|WEIGHT DRESSING=80|LINEAR SCALE=-1.051|SUN GEAR LIFE=5|INNER GEAR LIFE=3|INVERT SUN GEAR LIFE=310|INVERT INNER GEAR LIFE=330|IP TOOL=3.10.2.5|TOTAL STOP TIME=4.33,,,,C,22.67,22.67,,,,,,,,,,,,,,,0.97,SKIP,1,,,,,2025-07-01 08:11:21,01,,,,000,,,,,,b1a1e6e3-16b4-43d0-871c-61abd1c6cd6b,H10-GG597B,,,0.0000,,,,,,,,,,,,,,0,,0,
38D46BDE19B70308E063AC19062A0DA6,38D4D010FE7E0370E063AC19062AAFE1,561S618611,1,1,500,PP,,,9a7e2d21-93c4-4545-af4f-3466167e5e99,GG597B-LB,A50BB48A5FC1016EE053AC190628AAF2,PP Repolish Cause,8C3FDAA7169D0232E053AC190628C856,B9752F44BF21019AE053AC190628BC10,PP THICKNESS DATA SHEET,COMBOBOX,E0B5E9876BE64F8382ABCF90B0C77CCA,PP REPOLISH CAUSE,,,PP REPOLISH CAUSE,O,,,O,OK,OK,OK,20250701,20250701,LAZER THICKNESS LKG#328,1,DAY,743,DAY,1,1,,,HY20171152,2025-07-01 08:12:15,1PL-3113,FUSO,VII-LSTN-28,172.19.21.187,F24DTP-185-3-1,1,743,807,743,807,50,50,0,,,2025-07-01 08:11:21,SYSTEM,1,HY20171152,PP Cause,,4,KIZU PAD|BEFORE CHANGE SLURRY|CLEAN MC,PAD LIFE(H)=25|PAD LIFE(M)=58|PAD LIFE(BATCH)=32390|STOP TIME=0026|CR TIME=0010|PAD LOT=P510086|PAD TYPE=NP359|SLURRY LOT=GY011A|SLURRY TYPE=AR35KTE|SLURRY LIFE=10|FILTER LIFE=391|BRUSH TYPE=2|BRUSH LIFE=2299|BRUSH TIME=700|DRESSER TYPE=PL|DRESSER SET=33|DRESSER LIFE=16925|DRESSER TIME=500|CARRIER IN(B)=575|CARRIER OUT(B)=1298|CARRIER IN SET=E43507X|CARRIER OUT SET=S45729X|ETCHING LIFE=90|SLURRY FLOW RATE=1.99|WEIGHT=700|PUMP=49.15|POLISHING PROGRAM=1|SPEED UPPER=19|SPEED SUN=21843|SPEED INTER=7020|RO TEMP DRESSING=23.5|DRESSING PRO=16|WEIGHT DRESSING=80|LINEAR SCALE=-1.051|SUN GEAR LIFE=5|INNER GEAR LIFE=3|INVERT SUN GEAR LIFE=310|INVERT INNER GEAR LIFE=330|IP TOOL=3.10.2.5|TOTAL STOP TIME=4.33,,,,C,22.67,22.67,,,,,,,,,,,,,,,0.97,O,1,,,,,2025-07-01 08:11:21,01,,,,000,,,,,,b1a1e6e3-16b4-43d0-871c-61abd1c6cd6b,H10-GG597B,,,0.0000,,,,,,,,,,,,,,0,,0,
38D46BDE19B90308E063AC19062A0DA6,38D4D010FE7E0370E063AC19062AAFE1,561S618611,1,1,500,PP,,,9a7e2d21-93c4-4545-af4f-3466167e5e99,GG597B-LB,8C3FD2143E2202DCE053AC1906289E10,PP Thickness Before,8C3FDAA7169D0232E053AC190628C856,B9752F44BF21019AE053AC190628BC10,PP THICKNESS DATA SHEET,NUMERICTEXTBOX,CA6E25AB446242DF8B2B66E86B181C11,PP THICKNESS BEFORE,,,PP THICKNESS BEFORE,0.522,,,0.522,OK,OK,OK,20250701,20250701,LAZER THICKNESS LKG#328,1,DAY,743,DAY,1,1,,,HY20171152,2025-07-01 08:12:15,1PL-3113,FUSO,VII-LSTN-28,172.19.21.187,F24DTP-185-3-1,1,743,807,743,807,50,50,0,,,2025-07-01 08:11:21,SYSTEM,1,HY20171152,PP TH_BF,,1,KIZU PAD|BEFORE CHANGE SLURRY|CLEAN MC,PAD LIFE(H)=25|PAD LIFE(M)=58|PAD LIFE(BATCH)=32390|STOP TIME=0026|CR TIME=0010|PAD LOT=P510086|PAD TYPE=NP359|SLURRY LOT=GY011A|SLURRY TYPE=AR35KTE|SLURRY LIFE=10|FILTER LIFE=391|BRUSH TYPE=2|BRUSH LIFE=2299|BRUSH TIME=700|DRESSER TYPE=PL|DRESSER SET=33|DRESSER LIFE=16925|DRESSER TIME=500|CARRIER IN(B)=575|CARRIER OUT(B)=1298|CARRIER IN SET=E43507X|CARRIER OUT SET=S45729X|ETCHING LIFE=90|SLURRY FLOW RATE=1.99|WEIGHT=700|PUMP=49.15|POLISHING PROGRAM=1|SPEED UPPER=19|SPEED SUN=21843|SPEED INTER=7020|RO TEMP DRESSING=23.5|DRESSING PRO=16|WEIGHT DRESSING=80|LINEAR SCALE=-1.051|SUN GEAR LIFE=5|INNER GEAR LIFE=3|INVERT SUN GEAR LIFE=310|INVERT INNER GEAR LIFE=330|IP TOOL=3.10.2.5|TOTAL STOP TIME=4.33,,,,C,22.67,22.67,,C5A5237E5DF9013AE053AC190628EDCA,,,,0.529,0.515,,,,0.522,,0.0,,0.97,0.522,1,,,,,2025-07-01 08:11:21,01,,,,000,,,,,,b1a1e6e3-16b4-43d0-871c-61abd1c6cd6b,H10-GG597B,,,0.0000,,,,,,,,,0.0,,0.0,0.0,,0,,0,
38D46BDE1A4A0308E063AC19062A0DA6,38D4D010FEC00370E063AC19062AAFE1,561S944582,2,1,500,PP,,,9e3af8f4-9963-4918-998b-25560a816ddf,GG597B-LG,B9754015A40B0278E053AC190628209E,PP Thickness Min Disk,913B723B81810266E053AC190628790E,B9753FDB012A01F2E053AC190628FF7C,PP THICKNESS DATA SHEET,NUMERICTEXTBOX,58b8d003-bdd5-4573-a53e-7ed7a5dedb6e,PP THICKNESS MIN DISK,,,PP THICKNESS MIN DISK,0.50022,,,0.50022,OK,OK,OK,20250701,20250701,LAZER THICKNESS LKG#317,1,DAY,742,DAY,1,1,,,HY20171152,2025-07-01 08:12:15,1PL-3A18,FUSO,VII-USTN-04,172.19.21.66,F24EWX-164M-1-1,1,742,806,742,806,50,50,0,,,2025-07-01 08:11:12,SYSTEM,1,HY20171152,PP TN Min Disk,,11,,PAD LIFE(H)=03|PAD LIFE(M)=23|PAD LIFE(BATCH)=3272|STOP TIME=0009|CR TIME=0155|PAD LOT=P510085|PAD TYPE=NP359|SLURRY LOT=H1091B|SLURRY TYPE=AR35KTE|SLURRY LIFE=8|FILTER LIFE=503|BRUSH TYPE=2|BRUSH LIFE=5869|BRUSH TIME=700|DRESSER TYPE=B6|DRESSER SET=40|DRESSER LIFE=1012|DRESSER TIME=200|CARRIER IN(B)=130|CARRIER OUT(B)=302|CARRIER IN SET=E44848GD|CARRIER OUT SET=S451584GD|ETCHING LIFE=41|SLURRY FLOW RATE=2.01|WEIGHT=700|POLISHING PROGRAM=1|SPEED UPPER=19|SPEED SUN=21843|SPEED INTER=7020|RO TEMP DRESSING=23.5|DRESSING PRO=16|WEIGHT DRESSING=60|LINEAR SCALE=-0.574|SUN GEAR LIFE=83|INNER GEAR LIFE=83|IP TOOL=8.7.12.15|TOTAL STOP TIME=3.9,,,,C,20.1,20.1,,,,,,,,,,,,,,,1.09,0.50022,1,,,,,2025-07-01 08:11:23,10,,,,000,,,,,,b1a1e6e3-16b4-43d0-871c-61abd1c6cd6b,H10-GG597B,,,0.0000,,,,,,,,,,,,,,0,,0,
38D46BDE1A4C0308E063AC19062A0DA6,38D4D010FEC00370E063AC19062AAFE1,561S944582,2,1,500,PP,,,9e3af8f4-9963-4918-998b-25560a816ddf,GG597B-LG,B473FBD2708601E8E053AC1906284564,PP Stock Removal min,913B723B81810266E053AC190628790E,B9753FDB012A01F2E053AC190628FF7C,PP THICKNESS DATA SHEET,NUMERICTEXTBOX,21f92915-05de-468a-b258-74810796920c,PP STOCK REMOVAL MIN,,,PP STOCK REMOVAL MIN,0.022,,,0.022,OK,OK,OK,20250701,20250701,LAZER THICKNESS LKG#317,1,DAY,742,DAY,1,1,,,HY20171152,2025-07-01 08:12:15,1PL-3A18,FUSO,VII-USTN-04,172.19.21.66,F24EWX-164M-1-1,1,742,806,742,806,50,50,0,,,2025-07-01 08:11:12,SYSTEM,1,HY20171152,PP THSR min,,9,,PAD LIFE(H)=03|PAD LIFE(M)=23|PAD LIFE(BATCH)=3272|STOP TIME=0009|CR TIME=0155|PAD LOT=P510085|PAD TYPE=NP359|SLURRY LOT=H1091B|SLURRY TYPE=AR35KTE|SLURRY LIFE=8|FILTER LIFE=503|BRUSH TYPE=2|BRUSH LIFE=5869|BRUSH TIME=700|DRESSER TYPE=B6|DRESSER SET=40|DRESSER LIFE=1012|DRESSER TIME=200|CARRIER IN(B)=130|CARRIER OUT(B)=302|CARRIER IN SET=E44848GD|CARRIER OUT SET=S451584GD|ETCHING LIFE=41|SLURRY FLOW RATE=2.01|WEIGHT=700|POLISHING PROGRAM=1|SPEED UPPER=19|SPEED SUN=21843|SPEED INTER=7020|RO TEMP DRESSING=23.5|DRESSING PRO=16|WEIGHT DRESSING=60|LINEAR SCALE=-0.574|SUN GEAR LIFE=83|INNER GEAR LIFE=83|IP TOOL=8.7.12.15|TOTAL STOP TIME=3.9,,,,C,20.1,20.1,,C5A5260FBB4D013AE053AC190628EDCA,,,,,,,,,,,0.0,,1.09,0.022,1,,,,,2025-07-01 08:11:23,10,,,,000,,,,,,b1a1e6e3-16b4-43d0-871c-61abd1c6cd6b,H10-GG597B,,,0.0000,,,,,,,,,0.0,,0.0,0.0,,0,,0,
38D46BDE1A4E0308E063AC19062A0DA6,38D4D010FEC00370E063AC19062AAFE1,561S944582,2,1,500,PP,,,9e3af8f4-9963-4918-998b-25560a816ddf,GG597B-LG,B9752FCB72360292E053AC190628EDFE,PP Thickness Max Disk,913B723B81810266E053AC190628790E,B9753FDB012A01F2E053AC190628FF7C,PP THICKNESS DATA SHEET,NUMERICTEXTBOX,b3ae6e6b-b982-4be4-835e-f66706f90269,PP THICKNESS MAX DISK,,,PP THICKNESS MAX DISK,0.5004,,,0.5004,OK,OK,OK,20250701,20250701,LAZER THICKNESS LKG#317,1,DAY,742,DAY,1,1,,,HY20171152,2025-07-01 08:12:15,1PL-3A18,FUSO,VII-USTN-04,172.19.21.66,F24EWX-164M-1-1,1,742,806,742,806,50,50,0,,,2025-07-01 08:11:12,SYSTEM,1,HY20171152,PP TN Max Disk,,10,,PAD LIFE(H)=03|PAD LIFE(M)=23|PAD LIFE(BATCH)=3272|STOP TIME=0009|CR TIME=0155|PAD LOT=P510085|PAD TYPE=NP359|SLURRY LOT=H1091B|SLURRY TYPE=AR35KTE|SLURRY LIFE=8|FILTER LIFE=503|BRUSH TYPE=2|BRUSH LIFE=5869|BRUSH TIME=700|DRESSER TYPE=B6|DRESSER SET=40|DRESSER LIFE=1012|DRESSER TIME=200|CARRIER IN(B)=130|CARRIER OUT(B)=302|CARRIER IN SET=E44848GD|CARRIER OUT SET=S451584GD|ETCHING LIFE=41|SLURRY FLOW RATE=2.01|WEIGHT=700|POLISHING PROGRAM=1|SPEED UPPER=19|SPEED SUN=21843|SPEED INTER=7020|RO TEMP DRESSING=23.5|DRESSING PRO=16|WEIGHT DRESSING=60|LINEAR SCALE=-0.574|SUN GEAR LIFE=83|INNER GEAR LIFE=83|IP TOOL=8.7.12.15|TOTAL STOP TIME=3.9,,,,C,20.1,20.1,,,,,,,,,,,,,,,1.09,0.5004,1,,,,,2025-07-01 08:11:23,10,,,,000,,,,,,b1a1e6e3-16b4-43d0-871c-61abd1c6cd6b,H10-GG597B,,,0.0000,,,,,,,,,,,,,,0,,0,
38D46BDE1A520308E063AC19062A0DA6,38D4D010FEBC0370E063AC19062AAFE1,561S944582,1,1,500,PP,,,9e3af8f4-9963-4918-998b-25560a816ddf,GG597B-LG,DE5A4389F8D10252E053AC1906288060,PP Gap polishing rate,DE579F87283502F0E053AC1906281082,DE579F87283602F0E053AC1906281082,PP GAP POLISHING RATE DATA SHEET,NUMERICTEXTBOX,ca25b5eb-479d-4f11-8086-c32eae0e4d82,PP GAP POLISHING RATE,,,PP GAP POLISHING RATE,-0.030,,,-0.030,OK,OK,OK,20250701,20250701,LAZER THICKNESS LKG#317,1,DAY,742,DAY,1,1,,,HY20171152,2025-07-01 08:12:15,1PL-3A18,FUSO,VII-USTN-04,172.19.21.66,F24EWX-164M-1-1,1,742,806,742,806,50,50,0,,,2025-07-01 08:11:12,SYSTEM,1,HY20171152,PP Gap polishing rate,,1,,PAD LIFE(H)=03|PAD LIFE(M)=23|PAD LIFE(BATCH)=3272|STOP TIME=0009|CR TIME=0155|PAD LOT=P510085|PAD TYPE=NP359|SLURRY LOT=H1091B|SLURRY TYPE=AR35KTE|SLURRY LIFE=8|FILTER LIFE=503|BRUSH TYPE=2|BRUSH LIFE=5869|BRUSH TIME=700|DRESSER TYPE=B6|DRESSER SET=40|DRESSER LIFE=1012|DRESSER TIME=200|CARRIER IN(B)=130|CARRIER OUT(B)=302|CARRIER IN SET=E44848GD|CARRIER OUT SET=S451584GD|ETCHING LIFE=41|SLURRY FLOW RATE=2.01|WEIGHT=700|POLISHING PROGRAM=1|SPEED UPPER=19|SPEED SUN=21843|SPEED INTER=7020|RO TEMP DRESSING=23.5|DRESSING PRO=16|WEIGHT DRESSING=60|LINEAR SCALE=-0.574|SUN GEAR LIFE=83|INNER GEAR LIFE=83|IP TOOL=8.7.12.15|TOTAL STOP TIME=3.9,,,,C,20.1,20.1,,F6FDEF8382F802C2E053AC190628ABAF,,,,0.2,-0.15,,,,,,0.0,,1.09,-0.030,1,,,,,2025-07-01 08:11:23,10,,,,000,,,,,,b1a1e6e3-16b4-43d0-871c-61abd1c6cd6b,H10-GG597B,,,0.0000,,,,,,,,,0.0,,0.0,0.0,,0,,0,
38D46BDE1A560308E063AC19062A0DA6,38D4D010FEDB0370E063AC19062AAFE1,561S945997,1,1,500,PP,,,9e3af8f4-9963-4918-998b-25560a816ddf,GG597B-LG,DE5A4389F8D10252E053AC1906288060,PP Gap polishing rate,DE579F87283502F0E053AC1906281082,DE579F87283602F0E053AC1906281082,PP GAP POLISHING RATE DATA SHEET,NUMERICTEXTBOX,ca25b5eb-479d-4f11-8086-c32eae0e4d82,PP GAP POLISHING RATE,,,PP GAP POLISHING RATE,0.100,,,0.100,OK,OK,OK,20250701,20250701,LAZER THICKNESS LKG#317,1,DAY,740,DAY,1,1,,,HY20171152,2025-07-01 08:12:15,1PL-3B19,FUSO,VII-USTN-04,172.19.21.66,F24EWX-164M-5-1,1,740,805,740,805,50,50,0,,,2025-07-01 08:11:51,SYSTEM,1,HY20171152,PP Gap polishing rate,,1,,PAD LIFE(H)=27|PAD LIFE(M)=08|PAD LIFE(BATCH)=2104|STOP TIME=0019|CR TIME=0002|PAD LOT=P510091|PAD TYPE=NP359|SLURRY LOT=GY134B|SLURRY TYPE=AR35KTE|SLURRY LIFE=11|FILTER LIFE=114|BRUSH TYPE=B|BRUSH LIFE=19120|BRUSH TIME=700|DRESSER TYPE=PL|DRESSER SET=66|DRESSER LIFE=14149|DRESSER TIME=500|CARRIER IN(B)=71|CARRIER OUT(B)=1203|CARRIER IN SET=E44000GD|CARRIER OUT SET=S451264GD|ETCHING LIFE=71|SLURRY FLOW RATE=2|WEIGHT=700|POLISHING PROGRAM=1|SPEED UPPER=19|SPEED SUN=21843|SPEED INTER=7020|RO TEMP DRESSING=23.7|DRESSING PRO=16|WEIGHT DRESSING=80|LINEAR SCALE=-0.507|SUN GEAR LIFE=54|INNER GEAR LIFE=54|IP TOOL=14.5.2.1|TOTAL STOP TIME=5.3,,,,C,23.27,23.27,,F6FDEF8382F802C2E053AC190628ABAF,,,,0.2,-0.15,,,,,,0.0,,0.86,0.100,1,,,,,2025-07-01 08:09:03,11,,,,000,,,,,,b1a1e6e3-16b4-43d0-871c-61abd1c6cd6b,H10-GG597B,,,0.0000,,,,,,,,,0.0,,0.0,0.0,,0,,0,
38D46BDE1AEE0308E063AC19062A0DA6,38D4D010FF190370E063AC19062AAFE1,561S960968,2,1,500,PP,,,e8c3d9ef-095e-4323-89cf-4ea6ef3debe4,GO597B-D,B06FC6AEBE6B0156E053AC190628FFFA,PP Thickness Diff,B06FC653145C01F4E053AC190628ACED,B97541409F0801F2E053AC190628FF7C,PP THICKNESS DATA SHEET,NUMERICTEXTBOX,BAD8890A2144478DAC98524A0284C354,PP TN DIFF,,,PP TN DIFF,0.0002,,,0.0002,OK,OK,OK,20250701,20250701,LAZER THICKNESS LKG#319,1,DAY,736,DAY,1,1,,,HY20180919,2025-07-01 08:12:15,1PL-3406,FUSO,VII-LSTN-19,172.19.21.139,H30006E1562301-1-1,1,736,805,736,805,48,48,0,,,2025-07-01 08:12:02,SYSTEM,1,HY20180919,PP TN Diff,,5,,PAD LIFE(H)=17|PAD LIFE(M)=24|PAD LIFE(BATCH)=3164|STOP TIME=0020|CR TIME=0005|PAD LOT=P510085|PAD TYPE=NP359|SLURRY LOT=GZ141B|SLURRY TYPE=AR35KTE|SLURRY LIFE=8|FILTER LIFE=162|BRUSH TYPE=2|BRUSH LIFE=17090|BRUSH TIME=700|DRESSER TYPE=PL|DRESSER SET=26|DRESSER LIFE=18460|DRESSER TIME=600|CARRIER IN(B)=135|CARRIER OUT(B)=1962|CARRIER IN SET=E469990AB|CARRIER OUT SET=S451326OA|ETCHING LIFE=44|SLURRY FLOW RATE=2.01|WEIGHT=700|POLISHING PROGRAM=1|SPEED UPPER=19|SPEED SUN=21843|SPEED INTER=7020|RO TEMPERATURE=23.6|RO TEMP DRESSING=23.2|DRESSING PRO=16|WEIGHT DRESSING=80|LINEAR SCALE=-0.45|SUN GEAR LIFE=644|INNER GEAR LIFE=644|INVERT SUN GEAR LIFE=192|INVERT INNER GEAR LIFE=192|IP TOOL=6.5.12.3|TOTAL STOP TIME=4.93,,,,C,25.3,25.3,,c5688810-814c-4f68-8187-b25900ac66c5,,,0.0045,0.002,0.0001,,,,0.001,,0.0,,1.11,0.0002,1,,,,,2025-07-01 08:10:22,04,,,,000,,,,,,73576a50-9f4d-4aa9-b2b3-aa296c4ba215,HPG1-GO597B,,,,,,,,,,,,0.0,,0.0,0.0,,0,,0,
