OID,DQCMAINTRANSOID,SLIPNO,DISKNO,FACODE,OPERATIONOID,OPERATIONNAME,PDITEMOID,PDITEMNAME,SPITEMOID,SPITEMNAME,STDPARAMREPORTOID,STDPARAMREPORTNAME,QCCHECKSHEETOID,DQCCHECKSHEETVERSIONOID,QCCHECKSHEETNAME,DISPLAYTYPE,QCSTDPARAMOID,QCSTDPARAMNAME,HEADERNAME,HEADERVALUE,PARAMNAME,PARAMVALUE,PARAMRANK,PROFILEVALUE,CORRELATIONVALUE,PARAMJUDGE,DISKJUDGE,JUDGMENT,PDDATE,QCDATE,QCMACHINENO,QCROUND,PDSHIFT,PDTIME,QCSHIFT,PDPROCESS,QCPROCESS,SPINDLENO,NGTYPE,UPDATEBY,LASTUPDATE,PDMACHINENO,CONTROLLOTNO,QCTERMINAL,QCIP_ADDRESS,MATERIALLOTNO,MAXPOLISHROUND,STARTTIME,ENDTIME,LOADTIME,UNLOADTIME,INPUTQTY,OUTPUTQTY,NGQTY,PDTERMINAL,PDIP_ADDRESS,PDLASTUPDATE,PDUPDATEBY,ISMAXQCROUND,QCWORKEROID,STDPARAMNICKNAME,NGTYPENAME,BOXORDER,MCEVENTLIST,MCCONSUMPTIONLIST,SPDISK1,SPDISK2,SPDISK3,WORKERSHIFT,POLISHTIME,POLISHTIME_ACCU,PDMARKNAME,PARAMETERSPEC_OID,CUL,SUL,UL,ARUL,ARLL,LL,SLL,CLL,TARGET,CALFUNCTION,ALARM_JUDGE,BRUSHINFO,POLISHRATE,VALUEVIEW,CALCULATEBUDO,RANKIDSIZE,ISRECHECK,ISREPLACECHECK,STOCKREMOVAL,QCMEASUREDTIME,MCLINE,CUS_CORRELATION_VALUE,SHIPLOT,SHIPDATE,QCSTOCKTIME,MC_2P,MCLINE_2P,MCEVENTLIST_2P,MCCONSUMPTIONLIST_2P,PDPROCESS_2P,GROUPITEMOID,GROUPITEMNAME,DATE2P,SHIFT2P,DS_1P_THKDIFF,MVARLL,MVARUL,STDPARAMTYPEOID,STDPARAMTYPENAME,PARAMTYPEVALUE,GENERALREPORTOID,GENERALREPORTNAME,CUSTOMERCORRELATION,NGUSL,NGLSL,NGUCL,NGLCL,BATCHNO,BATCHQTY,BATCHTYPE,BATCHSEQ,MAINSLIPNO
38D46BDE19AB0308E063AC19062A0DA6,38D4D010FE990370E063AC19062AAFE1,561S618611,1,1,500,PP,,,9a7e2d21-93c4-4545-af4f-3466167e5e99,GG597B-LB,DE5A4389F8BD0252E053AC1906288060,PP Gap polishing rate,DE5A4389F2350252E053AC1906288060,DE5A4389F2360252E053AC1906288060,PP GAP POLISHING RATE DATA SHEET,NUMERICTEXTBOX,ca25b5eb-479d-4f11-8086-c32eae0e4d82,PP GAP POLISHING RATE,,,PP GAP POLISHING RATE,-0.030,,,-0.030,OK,OK,OK,20250701,20250701,LAZER THICKNESS LKG#328,1,DAY,743,DAY,1,1,,,HY20171152,2025-07-01 08:12:15,1PL-3113,FUSO,VII-LSTN-28,172.19.21.187,F24DTP-185-3-1,1,743,807,743,807,50,50,0,,,2025-07-01 08:11:21,SYSTEM,1,HY20171152,PP Gap polishing rate,,1,KIZU PAD|BEFORE CHANGE SLURRY|CLEAN MC,PAD LIFE(H)=25|PAD LIFE(M)=58|PAD LIFE(BATCH)=32390|STOP TIME=0026|CR TIME=0010|PAD LOT=P510086|PAD TYPE=NP359|SLURRY LOT=GY011A|SLURRY TYPE=AR35KTE|SLURRY LIFE=10|FILTER LIFE=391|BRUSH TYPE=2|BRUSH LIFE=2299|BRUSH TIME=700|DRESSER TYPE=PL|DRESSER SET=33|DRESSER LIFE=16925|DRESSER TIME=500|CARRIER IN(B)=575|CARRIER OUT(B)=1298|CARRIER IN SET=E43507X|CARRIER OUT SET=S45729X|ETCHING LIFE=90|SLURRY FLOW RATE=1.99|WEIGHT=700|PUMP=49.15|POLISHING PROGRAM=1|SPEED UPPER=19|SPEED SUN=21843|SPEED INTER=7020|RO TEMP DRESSING=23.5|DRESSING PRO=16|WEIGHT DRESSING=80|LINEAR SCALE=-1.051|SUN GEAR LIFE=5|INNER GEAR LIFE=3|INVERT SUN GEAR LIFE=310|INVERT INNER GEAR LIFE=330|IP TOOL=3.10.2.5|TOTAL STOP TIME=4.33,,,,C,22.67,22.67,,F6FDEF8382ED02C2E053AC190628ABAF,,,,0.2,-0.15,,,,,,0.0,,0.97,-0.030,1,,,,,2025-07-01 08:11:21,01,,,,000,,,,,,b1a1e6e3-16b4-43d0-871c-61abd1c6cd6b,H10-GG597B,,,0.0000,,,,,,,,,0.0,,0.0,0.0,,0,,0,
38D46BDE19AF0308E063AC19062A0DA6,38D4D010FE7E0370E063AC19062AAFE1,561S618611,1,1,500,PP,,,9a7e2d21-93c4-4545-af4f-3466167e5e99,GG597B-LB,8C3FD2143E1A02DCE053AC1906289E10,PP Polishing Rate,8C3FDAA7169D0232E053AC190628C856,B9752F44BF21019AE053AC190628BC10,PP THICKNESS DATA SHEET,NUMERICTEXTBOX,1abbd583-5e83-48cd-9e49-dd2ffaccb998,PP POLISHING RATE,,,PP POLISHING RATE,0.97,,,0.97,OK,OK,OK,20250701,20250701,LAZER THICKNESS LKG#328,1,DAY,743,DAY,1,1,,,HY20171152,2025-07-01 08:12:15,1PL-3113,FUSO,VII-LSTN-28,172.19.21.187,F24DTP-185-3-1,1,743,807,743,807,50,50,0,,,2025-07-01 08:11:21,SYSTEM,1,HY20171152,PP P_Rate,,7,KIZU PAD|BEFORE CHANGE SLURRY|CLEAN MC,PAD LIFE(H)=25|PAD LIFE(M)=58|PAD LIFE(BATCH)=32390|STOP TIME=0026|CR TIME=0010|PAD LOT=P510086|PAD TYPE=NP359|SLURRY LOT=GY011A|SLURRY TYPE=AR35KTE|SLURRY LIFE=10|FILTER LIFE=391|BRUSH TYPE=2|BRUSH LIFE=2299|BRUSH TIME=700|DRESSER TYPE=PL|DRESSER SET=33|DRESSER LIFE=16925|DRESSER TIME=500|CARRIER IN(B)=575|CARRIER OUT(B)=1298|CARRIER IN SET=E43507X|CARRIER OUT SET=S45729X|ETCHING LIFE=90|SLURRY FLOW RATE=1.99|WEIGHT=700|PUMP=49.15|POLISHING PROGRAM=1|SPEED UPPER=19|SPEED SUN=21843|SPEED INTER=7020|RO TEMP DRESSING=23.5|DRESSING PRO=16|WEIGHT DRESSING=80|LINEAR SCALE=-1.051|SUN GEAR LIFE=5|INNER GEAR LIFE=3|INVERT SUN GEAR LIFE=310|INVERT INNER GEAR LIFE=330|IP TOOL=3.10.2.5|TOTAL STOP TIME=4.33,,,,C,22.67,22.67,,372F890AA84502B6E063AC19062A4A8F,,,,1.6,0.75,0.6,,,,,0.0,,0.97,0.97,1,,,,,2025-07-01 08:11:21,01,,,,000,,,,,,b1a1e6e3-16b4-43d0-871c-61abd1c6cd6b,H10-GG597B,,,0.0000,,,,,,,,,0.0,,0.0,0.0,,0,,0,
38D46BDE19B10308E063AC19062A0DA6,38D4D010FE7E0370E063AC19062AAFE1,561S618611,1,1,500,PP,,,9a7e2d21-93c4-4545-af4f-3466167e5e99,GG597B-LB,B473FBD2723201E8E053AC1906284564,PP Stock Removal min,8C3FDAA7169D0232E053AC190628C856,B9752F44BF21019AE053AC190628BC10,PP THICKNESS DATA SHEET,NUMERICTEXTBOX,21f92915-05de-468a-b258-74810796920c,PP STOCK REMOVAL MIN,,,PP STOCK REMOVAL MIN,0.021,,,0.021,OK,OK,OK,20250701,20250701,LAZER THICKNESS LKG#328,1,DAY,743,DAY,1,1,,,HY20171152,2025-07-01 08:12:15,1PL-3113,FUSO,VII-LSTN-28,172.19.21.187,F24DTP-185-3-1,1,743,807,743,807,50,50,0,,,2025-07-01 08:11:21,SYSTEM,1,HY20171152,PP THSR min,,9,KIZU PAD|BEFORE CHANGE SLURRY|CLEAN MC,PAD LIFE(H)=25|PAD LIFE(M)=58|PAD LIFE(BATCH)=32390|STOP TIME=0026|CR TIME=0010|PAD LOT=P510086|PAD TYPE=NP359|SLURRY LOT=GY011A|SLURRY TYPE=AR35KTE|SLURRY LIFE=10|FILTER LIFE=391|BRUSH TYPE=2|BRUSH LIFE=2299|BRUSH TIME=700|DRESSER TYPE=PL|DRESSER SET=33|DRESSER LIFE=16925|DRESSER TIME=500|CARRIER IN(B)=575|CARRIER OUT(B)=1298|CARRIER IN SET=E43507X|CARRIER OUT SET=S45729X|ETCHING LIFE=90|SLURRY FLOW RATE=1.99|WEIGHT=700|PUMP=49.15|POLISHING PROGRAM=1|SPEED UPPER=19|SPEED SUN=21843|SPEED INTER=7020|RO TEMP DRESSING=23.5|DRESSING PRO=16|WEIGHT DRESSING=80|LINEAR SCALE=-1.051|SUN GEAR LIFE=5|INNER GEAR LIFE=3|INVERT SUN GEAR LIFE=310|INVERT INNER GEAR LIFE=330|IP TOOL=3.10.2.5|TOTAL STOP TIME=4.33,,,,C,22.67,22.67,,C5A5260FBB49013AE053AC190628EDCA,,,,,,,,,,,0.0,,0.97,0.021,1,,,,,2025-07-01 08:11:21,01,,,,000,,,,,,b1a1e6e3-16b4-43d0-871c-61abd1c6cd6b,H10-GG597B,,,0.0000,,,,,,,,,0.0,,0.0,0.0,,0,,0,
38D46BDE1A3F0308E063AC19062A0DA6,38D4D010FEC00370E063AC19062AAFE1,561S944582,2,1,500,PP,,,9e3af8f4-9963-4918-998b-25560a816ddf,GG597B-LG,913B72334F7D026CE053AC1906284579,PP Thickness Diff,913B723B81810266E053AC190628790E,B9753FDB012A01F2E053AC190628FF7C,PP THICKNESS DATA SHEET,NUMERICTEXTBOX,BAD8890A2144478DAC98524A0284C354,PP TN DIFF,,,PP TN DIFF,0.0004,,,0.0004,OK,OK,OK,20250701,20250701,LAZER THICKNESS LKG#317,1,DAY,742,DAY,1,1,,,HY20171152,2025-07-01 08:12:15,1PL-3A18,FUSO,VII-USTN-04,172.19.21.66,F24EWX-164M-1-1,1,742,806,742,806,50,50,0,,,2025-07-01 08:11:12,SYSTEM,1,HY20171152,PP TN Diff,,5,,PAD LIFE(H)=03|PAD LIFE(M)=23|PAD LIFE(BATCH)=3272|STOP TIME=0009|CR TIME=0155|PAD LOT=P510085|PAD TYPE=NP359|SLURRY LOT=H1091B|SLURRY TYPE=AR35KTE|SLURRY LIFE=8|FILTER LIFE=503|BRUSH TYPE=2|BRUSH LIFE=5869|BRUSH TIME=700|DRESSER TYPE=B6|DRESSER SET=40|DRESSER LIFE=1012|DRESSER TIME=200|CARRIER IN(B)=130|CARRIER OUT(B)=302|CARRIER IN SET=E44848GD|CARRIER OUT SET=S451584GD|ETCHING LIFE=41|SLURRY FLOW RATE=2.01|WEIGHT=700|POLISHING PROGRAM=1|SPEED UPPER=19|SPEED SUN=21843|SPEED INTER=7020|RO TEMP DRESSING=23.5|DRESSING PRO=16|WEIGHT DRESSING=60|LINEAR SCALE=-0.574|SUN GEAR LIFE=83|INNER GEAR LIFE=83|IP TOOL=8.7.12.15|TOTAL STOP TIME=3.9,,,,C,20.1,20.1,,12FB190CE65503B2E063AC19062AFDFB,,,0.0045,0.002,0.0001,,,,0.001,,0.0,,1.09,0.0004,1,,,,,2025-07-01 08:11:23,10,,,,000,,,,,,b1a1e6e3-16b4-43d0-871c-61abd1c6cd6b,H10-GG597B,,,0.0000,,,,,,,,,0.0,,0.0,0.0,,0,,0,
38D46BDE1A410308E063AC19062A0DA6,38D4D010FEC00370E063AC19062AAFE1,561S944582,2,1,500,PP,,,9e3af8f4-9963-4918-998b-25560a816ddf,GG597B-LG,913B72334F6F026CE053AC1906284579,PP Polishing Time,913B723B81810266E053AC190628790E,B9753FDB012A01F2E053AC190628FF7C,PP THICKNESS DATA SHEET,NUMERICTEXTBOX,f00bacbc-887a-43fe-bfd5-ee6e99db704e,PP POLISHING TIME,,,PP POLISHING TIME,20.1,,,20.1,OK,OK,OK,20250701,20250701,LAZER THICKNESS LKG#317,1,DAY,742,DAY,1,1,,,HY20171152,2025-07-01 08:12:15,1PL-3A18,FUSO,VII-USTN-04,172.19.21.66,F24EWX-164M-1-1,1,742,806,742,806,50,50,0,,,2025-07-01 08:11:12,SYSTEM,1,HY20171152,PP P_Time,,6,,PAD LIFE(H)=03|PAD LIFE(M)=23|PAD LIFE(BATCH)=3272|STOP TIME=0009|CR TIME=0155|PAD LOT=P510085|PAD TYPE=NP359|SLURRY LOT=H1091B|SLURRY TYPE=AR35KTE|SLURRY LIFE=8|FILTER LIFE=503|BRUSH TYPE=2|BRUSH LIFE=5869|BRUSH TIME=700|DRESSER TYPE=B6|DRESSER SET=40|DRESSER LIFE=1012|DRESSER TIME=200|CARRIER IN(B)=130|CARRIER OUT(B)=302|CARRIER IN SET=E44848GD|CARRIER OUT SET=S451584GD|ETCHING LIFE=41|SLURRY FLOW RATE=2.01|WEIGHT=700|POLISHING PROGRAM=1|SPEED UPPER=19|SPEED SUN=21843|SPEED INTER=7020|RO TEMP DRESSING=23.5|DRESSING PRO=16|WEIGHT DRESSING=60|LINEAR SCALE=-0.574|SUN GEAR LIFE=83|INNER GEAR LIFE=83|IP TOOL=8.7.12.15|TOTAL STOP TIME=3.9,,,,C,20.1,20.1,,AD9C9219ACCC01BEE053AC190628B414,,,,35.0,14.0,,,,,,0.0,,1.09,20.1,1,,,,,2025-07-01 08:11:23,10,,,,000,,,,,,b1a1e6e3-16b4-43d0-871c-61abd1c6cd6b,H10-GG597B,,,0.0000,,,,,,,,,0.0,,0.0,0.0,,0,,0,
38D46BDE1A430308E063AC19062A0DA6,38D4D010FEC00370E063AC19062AAFE1,561S944582,2,1,500,PP,,,9e3af8f4-9963-4918-998b-25560a816ddf,GG597B-LG,B9754015AA0B0278E053AC190628209E,PP ThicknessDiff Disk,913B723B81810266E053AC190628790E,B9753FDB012A01F2E053AC190628FF7C,PP THICKNESS DATA SHEET,NUMERICTEXTBOX,8e91456f-663b-4577-8791-6f59f9c64229,PP THICKNESSDIFF DISK,,,PP THICKNESSDIFF DISK,0.00018,,,0.00018,OK,OK,OK,20250701,20250701,LAZER THICKNESS LKG#317,1,DAY,742,DAY,1,1,,,HY20171152,2025-07-01 08:12:15,1PL-3A18,FUSO,VII-USTN-04,172.19.21.66,F24EWX-164M-1-1,1,742,806,742,806,50,50,0,,,2025-07-01 08:11:12,SYSTEM,1,HY20171152,PP TN Diff Disk,,12,,PAD LIFE(H)=03|PAD LIFE(M)=23|PAD LIFE(BATCH)=3272|STOP TIME=0009|CR TIME=0155|PAD LOT=P510085|PAD TYPE=NP359|SLURRY LOT=H1091B|SLURRY TYPE=AR35KTE|SLURRY LIFE=8|FILTER LIFE=503|BRUSH TYPE=2|BRUSH LIFE=5869|BRUSH TIME=700|DRESSER TYPE=B6|DRESSER SET=40|DRESSER LIFE=1012|DRESSER TIME=200|CARRIER IN(B)=130|CARRIER OUT(B)=302|CARRIER IN SET=E44848GD|CARRIER OUT SET=S451584GD|ETCHING LIFE=41|SLURRY FLOW RATE=2.01|WEIGHT=700|POLISHING PROGRAM=1|SPEED UPPER=19|SPEED SUN=21843|SPEED INTER=7020|RO TEMP DRESSING=23.5|DRESSING PRO=16|WEIGHT DRESSING=60|LINEAR SCALE=-0.574|SUN GEAR LIFE=83|INNER GEAR LIFE=83|IP TOOL=8.7.12.15|TOTAL STOP TIME=3.9,,,,C,20.1,20.1,,,,,,,,,,,,,,,1.09,0.00018,1,,,,,2025-07-01 08:11:23,10,,,,000,,,,,,b1a1e6e3-16b4-43d0-871c-61abd1c6cd6b,H10-GG597B,,,0.0000,,,,,,,,,,,,,,0,,0,
38D46BDE1A450308E063AC19062A0DA6,38D4D010FEC00370E063AC19062AAFE1,561S944582,2,1,500,PP,,,9e3af8f4-9963-4918-998b-25560a816ddf,GG597B-LG,913B72334F74026CE053AC1906284579,PP Thickness,913B723B81810266E053AC190628790E,B9753FDB012A01F2E053AC190628FF7C,PP THICKNESS DATA SHEET,NUMERICTEXTBOX,82EF3CD56E144DED975478570BBEAC78,PP THICKNESS AFTER,,,PP THICKNESS AFTER,0.5004,,,0.5004,OK,OK,OK,20250701,20250701,LAZER THICKNESS LKG#317,1,DAY,742,DAY,1,1,,,HY20171152,2025-07-01 08:12:15,1PL-3A18,FUSO,VII-USTN-04,172.19.21.66,F24EWX-164M-1-1,1,742,806,742,806,50,50,0,,,2025-07-01 08:11:12,SYSTEM,1,HY20171152,PP TH_AF,,2,,PAD LIFE(H)=03|PAD LIFE(M)=23|PAD LIFE(BATCH)=3272|STOP TIME=0009|CR TIME=0155|PAD LOT=P510085|PAD TYPE=NP359|SLURRY LOT=H1091B|SLURRY TYPE=AR35KTE|SLURRY LIFE=8|FILTER LIFE=503|BRUSH TYPE=2|BRUSH LIFE=5869|BRUSH TIME=700|DRESSER TYPE=B6|DRESSER SET=40|DRESSER LIFE=1012|DRESSER TIME=200|CARRIER IN(B)=130|CARRIER OUT(B)=302|CARRIER IN SET=E44848GD|CARRIER OUT SET=S451584GD|ETCHING LIFE=41|SLURRY FLOW RATE=2.01|WEIGHT=700|POLISHING PROGRAM=1|SPEED UPPER=19|SPEED SUN=21843|SPEED INTER=7020|RO TEMP DRESSING=23.5|DRESSING PRO=16|WEIGHT DRESSING=60|LINEAR SCALE=-0.574|SUN GEAR LIFE=83|INNER GEAR LIFE=83|IP TOOL=8.7.12.15|TOTAL STOP TIME=3.9,,,,C,20.1,20.1,,32B94D1470EC02E8E063AC19062AF14F,1.0,,0.509,0.508,0.494,0.493,,,0.501,,0.0,,1.09,0.5004,1,,,,,2025-07-01 08:11:23,10,,,,000,,,,,,b1a1e6e3-16b4-43d0-871c-61abd1c6cd6b,H10-GG597B,,,0.0000,,0.01,,,,,,,0.0,,0.0,0.0,,0,,0,
38D46BDE1A470308E063AC19062A0DA6,38D4D010FEC00370E063AC19062AAFE1,561S944582,2,1,500,PP,,,9e3af8f4-9963-4918-998b-25560a816ddf,GG597B-LG,913B72334F75026CE053AC1906284579,PP Thickness stock,913B723B81810266E053AC190628790E,B9753FDB012A01F2E053AC190628FF7C,PP THICKNESS DATA SHEET,NUMERICTEXTBOX,7B03577373494918AC1AED5BEBE7BE19,PP STOCK REMOVAL,,,PP STOCK REMOVAL,0.022,,,0.022,OK,OK,OK,20250701,20250701,LAZER THICKNESS LKG#317,1,DAY,742,DAY,1,1,,,HY20171152,2025-07-01 08:12:15,1PL-3A18,FUSO,VII-USTN-04,172.19.21.66,F24EWX-164M-1-1,1,742,806,742,806,50,50,0,,,2025-07-01 08:11:12,SYSTEM,1,HY20171152,PP THSR,,3,,PAD LIFE(H)=03|PAD LIFE(M)=23|PAD LIFE(BATCH)=3272|STOP TIME=0009|CR TIME=0155|PAD LOT=P510085|PAD TYPE=NP359|SLURRY LOT=H1091B|SLURRY TYPE=AR35KTE|SLURRY LIFE=8|FILTER LIFE=503|BRUSH TYPE=2|BRUSH LIFE=5869|BRUSH TIME=700|DRESSER TYPE=B6|DRESSER SET=40|DRESSER LIFE=1012|DRESSER TIME=200|CARRIER IN(B)=130|CARRIER OUT(B)=302|CARRIER IN SET=E44848GD|CARRIER OUT SET=S451584GD|ETCHING LIFE=41|SLURRY FLOW RATE=2.01|WEIGHT=700|POLISHING PROGRAM=1|SPEED UPPER=19|SPEED SUN=21843|SPEED INTER=7020|RO TEMP DRESSING=23.5|DRESSING PRO=16|WEIGHT DRESSING=60|LINEAR SCALE=-0.574|SUN GEAR LIFE=83|INNER GEAR LIFE=83|IP TOOL=8.7.12.15|TOTAL STOP TIME=3.9,,,,C,20.1,20.1,,12FACE7AF5270272E063AC19062A0896,0.3,,,,0.019,0.018,,0.0,0.021,,0.0,,1.09,0.022,1,,,,,2025-07-01 08:11:23,10,,,,000,,,,,,b1a1e6e3-16b4-43d0-871c-61abd1c6cd6b,H10-GG597B,,,0.0000,,0.01,,,,,,,0.0,,0.0,0.0,,0,,0,
38D46BDE1AE60308E063AC19062A0DA6,38D4D010FF190370E063AC19062AAFE1,561S960968,2,1,500,PP,,,e8c3d9ef-095e-4323-89cf-4ea6ef3debe4,GO597B-D,B06FC6AEBE5D0156E053AC190628FFFA,PP Polishing Rate,B06FC653145C01F4E053AC190628ACED,B97541409F0801F2E053AC190628FF7C,PP THICKNESS DATA SHEET,NUMERICTEXTBOX,1abbd583-5e83-48cd-9e49-dd2ffaccb998,PP POLISHING RATE,,,PP POLISHING RATE,1.11,,,1.11,OK,OK,OK,20250701,20250701,LAZER THICKNESS LKG#319,1,DAY,736,DAY,1,1,,,HY20180919,2025-07-01 08:12:15,1PL-3406,FUSO,VII-LSTN-19,172.19.21.139,H30006E1562301-1-1,1,736,805,736,805,48,48,0,,,2025-07-01 08:12:02,SYSTEM,1,HY20180919,PP P_Rate,,7,,PAD LIFE(H)=17|PAD LIFE(M)=24|PAD LIFE(BATCH)=3164|STOP TIME=0020|CR TIME=0005|PAD LOT=P510085|PAD TYPE=NP359|SLURRY LOT=GZ141B|SLURRY TYPE=AR35KTE|SLURRY LIFE=8|FILTER LIFE=162|BRUSH TYPE=2|BRUSH LIFE=17090|BRUSH TIME=700|DRESSER TYPE=PL|DRESSER SET=26|DRESSER LIFE=18460|DRESSER TIME=600|CARRIER IN(B)=135|CARRIER OUT(B)=1962|CARRIER IN SET=E469990AB|CARRIER OUT SET=S451326OA|ETCHING LIFE=44|SLURRY FLOW RATE=2.01|WEIGHT=700|POLISHING PROGRAM=1|SPEED UPPER=19|SPEED SUN=21843|SPEED INTER=7020|RO TEMPERATURE=23.6|RO TEMP DRESSING=23.2|DRESSING PRO=16|WEIGHT DRESSING=80|LINEAR SCALE=-0.45|SUN GEAR LIFE=644|INNER GEAR LIFE=644|INVERT SUN GEAR LIFE=192|INVERT INNER GEAR LIFE=192|IP TOOL=6.5.12.3|TOTAL STOP TIME=4.93,,,,C,25.3,25.3,,3c65160f-24fc-4b31-9502-b3070109adc1,,,,1.4,0.75,,,,,,0.0,,1.11,1.11,1,,,,,2025-07-01 08:10:22,04,,,,000,,,,,,73576a50-9f4d-4aa9-b2b3-aa296c4ba215,HPG1-GO597B,,,,,,,,,,,,0.0,,0.0,0.0,,0,,0,
38D46BDE1AE80308E063AC19062A0DA6,38D4D010FF190370E063AC19062AAFE1,561S960968,2,1,500,PP,,,e8c3d9ef-095e-4323-89cf-4ea6ef3debe4,GO597B-D,B473FEB4398402E6E053AC19062876BB,PP New flow sorting thickness,B06FC653145C01F4E053AC190628ACED,B97541409F0801F2E053AC190628FF7C,PP THICKNESS DATA SHEET,NUMERICTEXTBOX,e4f353df-b08a-4a2b-b496-0862cbdc1527,PP NEW FLOW SORTING THICKNESS,,,PP NEW FLOW SORTING THICKNESS,SKIP,,,SKIP,OK,OK,OK,20250701,20250701,LAZER THICKNESS LKG#319,1,DAY,736,DAY,1,1,,,HY20180919,2025-07-01 08:12:15,1PL-3406,FUSO,VII-LSTN-19,172.19.21.139,H30006E1562301-1-1,1,736,805,736,805,48,48,0,,,2025-07-01 08:12:02,SYSTEM,1,HY20180919,PP New flow sorting TN,,8,,PAD LIFE(H)=17|PAD LIFE(M)=24|PAD LIFE(BATCH)=3164|STOP TIME=0020|CR TIME=0005|PAD LOT=P510085|PAD TYPE=NP359|SLURRY LOT=GZ141B|SLURRY TYPE=AR35KTE|SLURRY LIFE=8|FILTER LIFE=162|BRUSH TYPE=2|BRUSH LIFE=17090|BRUSH TIME=700|DRESSER TYPE=PL|DRESSER SET=26|DRESSER LIFE=18460|DRESSER TIME=600|CARRIER IN(B)=135|CARRIER OUT(B)=1962|CARRIER IN SET=E469990AB|CARRIER OUT SET=S451326OA|ETCHING LIFE=44|SLURRY FLOW RATE=2.01|WEIGHT=700|POLISHING PROGRAM=1|SPEED UPPER=19|SPEED SUN=21843|SPEED INTER=7020|RO TEMPERATURE=23.6|RO TEMP DRESSING=23.2|DRESSING PRO=16|WEIGHT DRESSING=80|LINEAR SCALE=-0.45|SUN GEAR LIFE=644|INNER GEAR LIFE=644|INVERT SUN GEAR LIFE=192|INVERT INNER GEAR LIFE=192|IP TOOL=6.5.12.3|TOTAL STOP TIME=4.93,,,,C,25.3,25.3,,,,,,,,,,,,,,,1.11,SKIP,1,,,,,2025-07-01 08:10:22,04,,,,000,,,,,,73576a50-9f4d-4aa9-b2b3-aa296c4ba215,HPG1-GO597B,,,,,,,,,,,,,,,,,0,,0,
38D46BDE1AEA0308E063AC19062A0DA6,38D4D010FF190370E063AC19062AAFE1,561S960968,2,1,500,PP,,,e8c3d9ef-095e-4323-89cf-4ea6ef3debe4,GO597B-D,B473FEB4402F02E6E053AC19062876BB,PP Repolish Cause,B06FC653145C01F4E053AC190628ACED,B97541409F0801F2E053AC190628FF7C,PP THICKNESS DATA SHEET,COMBOBOX,E0B5E9876BE64F8382ABCF90B0C77CCA,PP REPOLISH CAUSE,,,PP REPOLISH CAUSE,O,,,O,OK,OK,OK,20250701,20250701,LAZER THICKNESS LKG#319,1,DAY,736,DAY,1,1,,,HY20180919,2025-07-01 08:12:15,1PL-3406,FUSO,VII-LSTN-19,172.19.21.139,H30006E1562301-1-1,1,736,805,736,805,48,48,0,,,2025-07-01 08:12:02,SYSTEM,1,HY20180919,PP Cause,,4,,PAD LIFE(H)=17|PAD LIFE(M)=24|PAD LIFE(BATCH)=3164|STOP TIME=0020|CR TIME=0005|PAD LOT=P510085|PAD TYPE=NP359|SLURRY LOT=GZ141B|SLURRY TYPE=AR35KTE|SLURRY LIFE=8|FILTER LIFE=162|BRUSH TYPE=2|BRUSH LIFE=17090|BRUSH TIME=700|DRESSER TYPE=PL|DRESSER SET=26|DRESSER LIFE=18460|DRESSER TIME=600|CARRIER IN(B)=135|CARRIER OUT(B)=1962|CARRIER IN SET=E469990AB|CARRIER OUT SET=S451326OA|ETCHING LIFE=44|SLURRY FLOW RATE=2.01|WEIGHT=700|POLISHING PROGRAM=1|SPEED UPPER=19|SPEED SUN=21843|SPEED INTER=7020|RO TEMPERATURE=23.6|RO TEMP DRESSING=23.2|DRESSING PRO=16|WEIGHT DRESSING=80|LINEAR SCALE=-0.45|SUN GEAR LIFE=644|INNER GEAR LIFE=644|INVERT SUN GEAR LIFE=192|INVERT INNER GEAR LIFE=192|IP TOOL=6.5.12.3|TOTAL STOP TIME=4.93,,,,C,25.3,25.3,,,,,,,,,,,,,,,1.11,O,1,,,,,2025-07-01 08:10:22,04,,,,000,,,,,,73576a50-9f4d-4aa9-b2b3-aa296c4ba215,HPG1-GO597B,,,,,,,,,,,,,,,,,0,,0,
