id,name,createdAt,deviceId,devEui
6a227793ab2bcd1aa15ed567,P66,2026-06-05T07:15:31.352Z,059df257,
6a2277d9329851798afd9d73,P65,2026-06-05T07:16:41.194Z,059f1203,
6a227df6329851798afdb268,P48,2026-06-05T07:42:46.406Z,059f35e3,
6a227e23ab2bcd1aa15efae5,P47,2026-06-05T07:43:31.082Z,059f1213,
6a227e61ab2bcd1aa15efc3a,P44,2026-06-05T07:44:33.535Z,059f350b,
6a227e8d329851798afdb4ed,P39,2026-06-05T07:45:17.845Z,059f30c8,
6a227fd4329851798afdba35,P46,2026-06-05T07:50:44.477Z,05a23f40,
6a228009ab2bcd1aa15f0548,P42,2026-06-05T07:51:37.245Z,05a23f0b,
6a228036329851798afdbbad,P38,2026-06-05T07:52:22.106Z,059f5348,
6a22806cab2bcd1aa15f07e2,P41,2026-06-05T07:53:16.560Z,059f36a3,
6a22809e329851798afdbd3f,P36,2026-06-05T07:54:06.596Z,059fc859,
6a2280d0329851798afdbece,P35,2026-06-05T07:54:56.802Z,059f34ef,
6a2280faab2bcd1aa15f0b35,P34,2026-06-05T07:55:38.651Z,059f35cf,
6a228149329851798afdc113,P45,2026-06-05T07:56:57.148Z,059f1205,
6a228170ab2bcd1aa15f0d64,P43,2026-06-05T07:57:36.496Z,059f3672,
6a2281a9329851798afdc325,P40,2026-06-05T07:58:34.003Z,05a23ece,
6a2281efab2bcd1aa15f10de,P37,2026-06-05T07:59:43.751Z,059f32ee,
6a22821dab2bcd1aa15f1182,P33,2026-06-05T08:00:29.176Z,059f35e0,
6a22825f329851798afdc6cc,P31,2026-06-05T08:01:35.443Z,059f3357,
6a22829fab2bcd1aa15f1448,P32,2026-06-05T08:02:39.185Z,05a23b21,
6a2282e5ab2bcd1aa15f161b,P30,2026-06-05T08:03:49.743Z,059f3699,
6a228313ab2bcd1aa15f1742,P29,2026-06-05T08:04:35.818Z,05a23c05,
6a22833cab2bcd1aa15f18eb,P26,2026-06-05T08:05:16.835Z,05a23ede,
6a22836e329851798afdcb40,P25,2026-06-05T08:06:06.203Z,05a23b09,
6a228395ab2bcd1aa15f1b04,P24,2026-06-05T08:06:45.016Z,059f34f1,
6a2283e6ab2bcd1aa15f1d63,P28,2026-06-05T08:08:06.102Z,059f336a,
6a22840eab2bcd1aa15f1e84,P27,2026-06-05T08:08:46.907Z,059f30db,
6a22843a329851798afdce4c,P23,2026-06-05T08:09:30.499Z,05a23d11,
6a229353ab2bcd1aa15f6ab9,P49,2026-06-05T09:13:55.191Z,059f3358,
6a22937c329851798afe0b20,P50,2026-06-05T09:14:36.921Z,059fc82e,
6a2293a1ab2bcd1aa15f6c42,P51,2026-06-05T09:15:13.606Z,059f1114,
6a2293d0329851798afe0c57,P52,2026-06-05T09:16:00.653Z,059f362e,
6a229425ab2bcd1aa15f6faa,P53,2026-06-05T09:17:25.089Z,059fc865,
6a229452329851798afe0e48,P54,2026-06-05T09:18:10.145Z,059f1118,
6a22947dab2bcd1aa15f72a1,P55,2026-06-05T09:18:53.567Z,059fc894,
6a2294a6ab2bcd1aa15f73b7,P56,2026-06-05T09:19:34.515Z,05a23bf4,
6a2294d5329851798afe1027,P57,2026-06-05T09:20:21.078Z,059f34c7,
6a229504ab2bcd1aa15f75ed,P58,2026-06-05T09:21:08.591Z,05a23ab5,
6a22953b329851798afe11fd,P59,2026-06-05T09:22:03.598Z,05a2f019,
6a229565ab2bcd1aa15f78e2,P61,2026-06-05T09:22:45.749Z,059f1117,
6a22958f329851798afe1430,P62,2026-06-05T09:23:27.109Z,059f35d3,
6a2295bfab2bcd1aa15f7a24,P64,2026-06-05T09:24:15.170Z,059f4e7e,
6a22989b329851798afe1fb6,repiter,2026-06-05T09:36:27.507Z,0194dfc,
6a83ed54db05ae417c759e90,P33,2026-08-18T05:27:48.609Z,059f10fc,
6a83edd4db05ae417c75a026,P34,2026-08-18T05:29:56.939Z,059f121d,
6a83ee358bf1939380dad34b,P35,2026-08-18T05:31:33.434Z,059f120b,
6a83ee908bf1939380dad487,P36,2026-08-18T05:33:04.351Z,059f34e7,
6a83eefcdb05ae417c75a371,P37,2026-08-18T05:34:53.003Z,059f35db,
6a83f06bdb05ae417c75a6e5,P39,2026-08-18T05:40:59.646Z,05a23f35,
6a83f1178bf1939380dadcf4,P41,2026-08-18T05:43:51.617Z,05a23d1a,
6a83f21b8bf1939380dae026,P42,2026-08-18T05:48:11.221Z,059f36a4,
6a83f2a2db05ae417c75acd0,P43,2026-08-18T05:50:26.872Z,059f30ce,
6a83f2f68bf1939380dae2c0,P44,2026-08-18T05:51:50.109Z,059f1107,
6a83fb5a8bf1939380dafd2a,P40,2026-08-18T06:27:38.441Z,059e7787,
6a83fba38bf1939380dafe55,P38,2026-08-18T06:28:51.629Z,059f34a2,
6a83fc66db05ae417c75c735,2023 Leirhøy,2026-08-18T06:32:06.511Z,059f32bb,
6a83fd148bf1939380db033d,2022Skagastøltind,2026-08-18T06:35:00.702Z,059e5cc5,
6a83fd8b8bf1939380db0511,2059 Kjerkeberget,2026-08-18T06:36:59.527Z,059e5b14,
6a83fe3b8bf1939380db07b4,2060 Haukensfjellet,2026-08-18T06:39:55.040Z,059f32fd,
6a83fec8db05ae417c75cf02,2061- Ulrikken,2026-08-18T06:42:16.982Z,059f3596,
6a83fedfdb05ae417c75cf93,2061- Ulrikken,2026-08-18T06:42:39.497Z,059dcc49,
6a8536d88bf1939380e05dc1,Pressac Desk Occupancy Sensor Standard 059f357b,2026-08-19T04:53:44.651Z,059f357b,
6a854460db05ae417c7b8232,test,2026-08-19T05:51:28.233Z,059dcbd9,
